,Finish,Start,Car #,Make
3802,20,7,3.0,Chevrolet
3803,21,6,24.0,Chevrolet
3804,22,26,43.0,Ford
3805,23,31,47.0,Chevrolet
3806,24,5,21.0,Ford
3807,25,33,17.0,Ford
3808,26,30,9.0,Ford
3809,27,36,51.0,Chevrolet
3810,28,15,14.0,Chevrolet
3811,29,2,4.0,Chevrolet
3812,30,35,46.0,Chevrolet
3813,31,29,40.0,Chevrolet
3814,32,40,35.0,Ford
3815,33,37,34.0,Ford
3816,34,39,98.0,Ford
3817,35,18,55.0,Toyota
3818,36,21,16.0,Ford
3819,37,38,26.0,Toyota
3820,38,41,23.0,Toyota
3821,39,43,83.0,Toyota
3822,40,42,32.0,Ford
3823,41,28,7.0,Chevrolet
3824,42,34,38.0,Ford
3825,43,10,18.0,Toyota
3827,1,11,18.0,Toyota
3828,2,2,41.0,Chevrolet
3829,3,6,15.0,Toyota
3830,4,17,4.0,Chevrolet
3831,5,19,22.0,Ford
3832,6,13,48.0,Chevrolet
3833,7,20,88.0,Chevrolet
3834,8,26,5.0,Chevrolet
3835,9,16,31.0,Chevrolet
3836,10,24,9.0,Ford
3837,11,18,1.0,Chevrolet
3838,12,7,14.0,Chevrolet
3839,13,32,27.0,Chevrolet
3840,14,25,43.0,Ford
3841,15,4,42.0,Chevrolet
3842,16,5,24.0,Chevrolet
3843,17,37,3.0,Chevrolet
3844,18,15,11.0,Toyota
3845,19,10,2.0,Ford
3846,20,40,17.0,Ford
3847,21,3,20.0,Toyota
3848,22,29,35.0,Ford
3849,23,31,6.0,Ford
3850,24,21,10.0,Chevrolet
3851,25,36,33.0,Chevrolet
3852,26,33,32.0,Ford
3853,27,22,16.0,Ford
3854,28,38,98.0,Chevrolet
3855,29,30,83.0,Toyota
3856,30,35,34.0,Ford
3857,31,41,7.0,Chevrolet
3858,32,43,26.0,Toyota
3859,33,42,46.0,Chevrolet
3860,34,23,95.0,Ford
3861,35,27,51.0,Chevrolet
3862,36,39,40.0,Chevrolet
3863,37,1,47.0,Chevrolet
3864,38,8,13.0,Chevrolet
3865,39,9,55.0,Toyota
3866,40,14,19.0,Toyota
3867,41,34,23.0,Toyota
3868,42,12,78.0,Chevrolet
3869,43,28,38.0,Ford
3871,1,1,88.0,Chevrolet
3872,2,12,48.0,Chevrolet
3873,3,35,11.0,Toyota
3874,4,34,4.0,Chevrolet
3875,5,28,41.0,Chevrolet
3876,6,23,24.0,Chevrolet
3877,7,2,3.0,Chevrolet
3878,8,17,31.0,Chevrolet
3879,9,5,6.0,Ford
3880,10,3,15.0,Toyota
3881,11,15,13.0,Chevrolet
3882,12,8,55.0,Toyota
3883,13,22,40.0,Chevrolet
3884,14,31,14.0,Chevrolet
3885,15,9,1.0,Chevrolet
3886,16,4,27.0,Chevrolet
3887,17,13,18.0,Toyota
3888,18,21,51.0,Chevrolet
3889,19,30,17.0,Ford
3890,20,25,16.0,Ford
3891,21,7,47.0,Chevrolet
3892,22,33,22.0,Ford
3893,23,20,20.0,Toyota
3894,24,37,7.0,Chevrolet
3895,25,29,35.0,Ford
3896,26,41,83.0,Toyota
3897,27,14,34.0,Ford
3898,28,43,62.0,Chevrolet
3899,29,32,2.0,Ford
3900,30,11,9.0,Ford
3901,31,42,98.0,Ford
3902,32,10,5.0,Chevrolet
3903,33,39,23.0,Toyota
3904,34,36,43.0,Ford
3905,35,27,10.0,Chevrolet
3906,36,40,26.0,Toyota
3907,37,18,46.0,Chevrolet
3908,38,19,78.0,Chevrolet
3909,39,16,42.0,Chevrolet
3910,40,6,38.0,Ford
3911,41,24,19.0,Toyota
3912,42,26,33.0,Chevrolet
3913,43,38,32.0,Ford
3915,1,9,18.0,Toyota
3916,2,4,22.0,Ford
3917,3,8,11.0,Toyota
3918,4,20,19.0,Toyota
3919,5,16,20.0,Toyota
3920,6,2,2.0,Ford
3921,7,3,24.0,Chevrolet
3922,8,15,4.0,Chevrolet
3923,9,6,48.0,Chevrolet
3924,10,13,41.0,Chevrolet
3925,11,17,17.0,Ford
3926,12,12,43.0,Ford
3927,13,28,6.0,Ford
3928,14,7,1.0,Chevrolet
3929,15,14,27.0,Chevrolet
3930,16,27,16.0,Ford
3931,17,5,78.0,Chevrolet
3932,18,25,55.0,Toyota
3933,19,30,15.0,Toyota
3934,20,26,31.0,Chevrolet
3935,21,10,88.0,Chevrolet
3936,22,18,9.0,Ford
3937,23,21,13.0,Chevrolet
3938,24,32,51.0,Chevrolet
3939,25,11,3.0,Chevrolet
3940,26,24,47.0,Chevrolet
3941,27,19,5.0,Chevrolet
3942,28,36,40.0,Chevrolet
3943,29,34,38.0,Ford
3944,30,29,46.0,Chevrolet
3945,31,31,7.0,Chevrolet
3946,32,38,34.0,Ford
3947,33,22,14.0,Chevrolet
3948,34,23,10.0,Chevrolet
3949,35,1,42.0,Chevrolet
3950,36,42,62.0,Chevrolet
3951,37,33,35.0,Ford
3952,38,40,32.0,Ford
3953,39,41,23.0,Toyota
3954,40,43,33.0,Chevrolet
3955,41,35,26.0,Toyota
3956,42,39,83.0,Toyota
3957,43,37,98.0,Ford
3959,1,4,18.0,Toyota
3960,2,10,2.0,Ford
3961,3,12,4.0,Chevrolet
3962,4,2,22.0,Ford
3963,5,19,88.0,Chevrolet
3964,6,8,20.0,Toyota
3965,7,1,19.0,Toyota
3966,8,24,3.0,Chevrolet
3967,9,23,24.0,Chevrolet
3968,10,6,41.0,Chevrolet
3969,11,26,31.0,Chevrolet
3970,12,15,78.0,Chevrolet
3971,13,22,47.0,Chevrolet
3972,14,5,11.0,Toyota
3973,15,29,43.0,Ford
3974,16,21,13.0,Chevrolet
3975,17,32,17.0,Ford
3976,18,3,55.0,Toyota
3977,19,9,5.0,Chevrolet
3978,20,25,14.0,Chevrolet
3979,21,37,38.0,Ford
3980,22,7,48.0,Chevrolet
3981,23,16,21.0,Ford
3982,24,20,10.0,Chevrolet
3983,25,28,27.0,Chevrolet
3984,26,11,1.0,Chevrolet
3985,27,14,16.0,Ford
3986,28,33,35.0,Ford
3987,29,27,9.0,Ford
3988,30,13,40.0,Chevrolet
3989,31,17,42.0,Chevrolet
3990,32,31,6.0,Ford
3991,33,34,34.0,Ford
3992,34,18,15.0,Toyota
3993,35,35,83.0,Toyota
3994,36,38,46.0,Chevrolet
3995,37,41,32.0,Ford
3996,38,43,98.0,Ford
3997,39,42,33.0,Chevrolet
3998,40,30,51.0,Chevrolet
3999,41,36,26.0,Toyota
4000,42,40,7.0,Chevrolet
4001,43,39,23.0,Toyota
4003,1,9,18.0,Toyota
4004,2,2,22.0,Ford
4005,3,6,4.0,Chevrolet
4006,4,13,78.0,Chevrolet
4007,5,17,11.0,Toyota
4008,6,7,15.0,Toyota
4009,7,23,20.0,Toyota
4010,8,14,41.0,Chevrolet
4011,9,5,42.0,Chevrolet
4012,10,31,2.0,Ford
4013,11,43,31.0,Chevrolet
4014,12,30,21.0,Ford
4015,13,1,19.0,Toyota
4016,14,11,27.0,Chevrolet
4017,15,12,48.0,Chevrolet
4018,16,10,1.0,Chevrolet
4019,17,18,9.0,Ford
4020,18,28,25.0,Chevrolet
4021,19,20,16.0,Ford
4022,20,16,13.0,Chevrolet
4023,21,3,55.0,Toyota
4024,22,8,88.0,Chevrolet
4025,23,26,47.0,Chevrolet
4026,24,27,5.0,Chevrolet
4027,25,25,3.0,Chevrolet
4028,26,24,40.0,Chevrolet
4029,27,15,10.0,Chevrolet
4030,28,4,14.0,Chevrolet
4031,29,37,38.0,Ford
4032,30,34,46.0,Chevrolet
4033,31,32,95.0,Ford
4034,32,40,83.0,Toyota
4035,33,41,35.0,Ford
4036,34,39,34.0,Ford
4037,35,29,17.0,Ford
4038,36,36,33.0,Chevrolet
4039,37,21,51.0,Chevrolet
4040,38,22,43.0,Ford
4041,39,38,23.0,Toyota
4042,40,33,6.0,Ford
4043,41,42,98.0,Ford
4044,42,19,24.0,Chevrolet
4045,43,35,7.0,Chevrolet
4047,1,7,20.0,Toyota
4048,2,9,2.0,Ford
4049,3,10,24.0,Chevrolet
4050,4,15,88.0,Chevrolet
4051,5,25,16.0,Ford
4052,6,12,48.0,Chevrolet
4053,7,22,47.0,Chevrolet
4054,8,19,15.0,Toyota
4055,9,5,14.0,Chevrolet
4056,10,8,19.0,Toyota
4057,11,18,27.0,Chevrolet
4058,12,27,42.0,Chevrolet
4059,13,4,3.0,Chevrolet
4060,14,29,40.0,Chevrolet
4061,15,17,1.0,Chevrolet
4062,16,20,10.0,Chevrolet
4063,17,24,55.0,Toyota
4064,18,21,43.0,Ford
4065,19,13,78.0,Chevrolet
4066,20,3,22.0,Ford
4067,21,1,18.0,Toyota
4068,22,11,11.0,Toyota
4069,23,14,31.0,Chevrolet
4070,24,31,51.0,Chevrolet
4071,25,28,7.0,Chevrolet
4072,26,39,46.0,Chevrolet
4073,27,33,35.0,Ford
4074,28,26,13.0,Chevrolet
4075,29,36,83.0,Toyota
4076,30,35,23.0,Toyota
4077,31,32,34.0,Ford
4078,32,40,32.0,Ford
4079,33,37,38.0,Ford
4080,34,41,98.0,Chevrolet
4081,35,38,26.0,Toyota
4082,36,43,62.0,Ford
4083,37,6,41.0,Chevrolet
4084,38,42,33.0,Chevrolet
4085,39,30,9.0,Ford
4086,40,23,6.0,Ford
4087,41,34,17.0,Ford
4088,42,2,4.0,Chevrolet
4089,43,16,5.0,Chevrolet
4091,1,16,22.0,Ford
4092,2,8,18.0,Toyota
4093,3,4,4.0,Chevrolet
4094,4,26,20.0,Toyota
4095,5,14,41.0,Chevrolet
4096,6,18,15.0,Toyota
4097,7,11,2.0,Ford
4098,8,15,19.0,Toyota
4099,9,24,9.0,Ford
4100,10,9,48.0,Chevrolet
4101,11,7,88.0,Chevrolet
4102,12,6,42.0,Chevrolet
4103,13,28,27.0,Chevrolet
4104,14,25,16.0,Ford
4105,15,20,31.0,Chevrolet
4106,16,21,43.0,Ford
4107,17,22,10.0,Chevrolet
4108,18,29,13.0,Chevrolet
4109,19,12,51.0,Chevrolet
4110,20,31,95.0,Ford
4111,21,33,35.0,Ford
4112,22,34,6.0,Ford
4113,23,19,55.0,Toyota
4114,24,1,47.0,Chevrolet
4115,25,2,78.0,Chevrolet
4116,26,27,83.0,Toyota
4117,27,13,11.0,Toyota
4118,28,35,33.0,Chevrolet
4119,29,39,7.0,Chevrolet
4120,30,42,23.0,Toyota
4121,31,40,46.0,Chevrolet
4122,32,38,32.0,Ford
4123,33,37,38.0,Ford
4124,34,30,17.0,Ford
4125,35,36,40.0,Chevrolet
4126,36,10,3.0,Chevrolet
4127,37,32,34.0,Ford
4128,38,43,98.0,Chevrolet
4129,39,41,26.0,Toyota
4130,40,17,1.0,Chevrolet
4131,41,5,24.0,Chevrolet
4132,42,23,5.0,Chevrolet
4133,43,3,14.0,Chevrolet
4135,1,1,20.0,Toyota
4136,2,7,4.0,Chevrolet
4137,3,22,78.0,Chevrolet
4138,4,4,3.0,Chevrolet
4139,5,2,11.0,Toyota
4140,6,3,19.0,Toyota
4141,7,10,22.0,Ford
4142,8,17,31.0,Chevrolet
4143,9,14,2.0,Ford
4144,10,9,88.0,Chevrolet
4145,11,6,18.0,Toyota
4146,12,24,27.0,Chevrolet
4147,13,34,42.0,Chevrolet
4148,14,30,43.0,Ford
4149,15,11,5.0,Chevrolet
4150,16,18,1.0,Chevrolet
4151,17,21,24.0,Chevrolet
4152,18,13,55.0,Toyota
4153,19,15,9.0,Ford
4154,20,16,41.0,Chevrolet
4155,21,5,14.0,Chevrolet
4156,22,25,6.0,Ford
4157,23,20,16.0,Ford
4158,24,19,21.0,Ford
4159,25,23,10.0,Chevrolet
4160,26,27,17.0,Ford
4161,27,35,35.0,Ford
4162,28,26,47.0,Chevrolet
4163,29,28,51.0,Chevrolet
4164,30,32,83.0,Toyota
4165,31,33,7.0,Chevrolet
4166,32,36,38.0,Ford
4167,33,29,26.0,Toyota
4168,34,38,34.0,Ford
4169,35,39,46.0,Chevrolet
4170,36,31,40.0,Chevrolet
4171,37,41,32.0,Ford
4172,38,37,23.0,Toyota
4173,39,8,48.0,Chevrolet
4174,40,42,33.0,Chevrolet
4175,41,12,15.0,Toyota
4176,42,40,13.0,Chevrolet
4177,43,43,98.0,Chevrolet
4179,1,5,22.0,Ford
4180,2,7,4.0,Chevrolet
4181,3,1,11.0,Toyota
4182,4,10,48.0,Chevrolet
4183,5,9,15.0,Toyota
4184,6,6,2.0,Ford
4185,7,3,19.0,Toyota
4186,8,2,18.0,Toyota
4187,9,20,88.0,Chevrolet
4188,10,18,31.0,Chevrolet
4189,11,21,1.0,Chevrolet
4190,12,14,51.0,Chevrolet
4191,13,16,3.0,Chevrolet
4192,14,11,41.0,Chevrolet
4193,15,22,6.0,Ford
4194,16,19,5.0,Chevrolet
4195,17,31,43.0,Ford
4196,18,26,9.0,Ford
4197,19,40,14.0,Chevrolet
4198,20,24,24.0,Chevrolet
4199,21,8,17.0,Ford
4200,22,15,21.0,Ford
4201,23,28,13.0,Chevrolet
4202,24,29,27.0,Chevrolet
4203,25,17,16.0,Ford
4204,26,25,47.0,Chevrolet
4205,27,32,10.0,Chevrolet
4206,28,23,78.0,Chevrolet
4207,29,33,35.0,Ford
4208,30,27,34.0,Ford
4209,31,30,95.0,Ford
4210,32,36,7.0,Chevrolet
4211,33,42,83.0,Toyota
4212,34,38,23.0,Toyota
4213,35,34,32.0,Ford
4214,36,37,38.0,Ford
4215,37,43,33.0,Chevrolet
4216,38,39,40.0,Chevrolet
4217,39,41,98.0,Ford
4218,40,4,55.0,Toyota
4219,41,12,42.0,Chevrolet
4220,42,13,20.0,Toyota
4221,43,35,46.0,Chevrolet
4223,1,13,19.0,Toyota
4224,2,1,2.0,Ford
4225,3,6,11.0,Toyota
4226,4,4,22.0,Ford
4227,5,3,4.0,Chevrolet
4228,6,2,41.0,Chevrolet
4229,7,10,18.0,Toyota
4230,8,26,88.0,Chevrolet
4231,9,7,78.0,Chevrolet
4232,10,16,42.0,Chevrolet
4233,11,11,43.0,Ford
4234,12,15,5.0,Chevrolet
4235,13,23,31.0,Chevrolet
4236,14,20,1.0,Chevrolet
4237,15,17,14.0,Chevrolet
4238,16,5,24.0,Chevrolet
4239,17,28,15.0,Toyota
4240,18,24,16.0,Ford
4241,19,19,48.0,Chevrolet
4242,20,31,40.0,Chevrolet
4243,21,14,20.0,Toyota
4244,22,29,3.0,Chevrolet
4245,23,34,47.0,Chevrolet
4246,24,35,7.0,Chevrolet
4247,25,25,83.0,Toyota
4248,26,12,27.0,Chevrolet
4249,27,38,38.0,Ford
4250,28,33,9.0,Ford
4251,29,32,13.0,Chevrolet
4252,30,9,21.0,Ford
4253,31,41,23.0,Toyota
4254,32,42,33.0,Chevrolet
4255,33,27,51.0,Chevrolet
4256,34,36,26.0,Toyota
4257,35,18,6.0,Ford
4258,36,40,34.0,Ford
4259,37,43,98.0,Ford
4260,38,8,17.0,Ford
4261,39,39,46.0,Chevrolet
4262,40,21,55.0,Toyota
4263,41,22,25.0,Chevrolet
4264,42,30,10.0,Chevrolet
4265,43,37,35.0,Ford
4267,1,2,20.0,Toyota
4268,2,4,18.0,Toyota
4269,3,1,22.0,Ford
4270,4,24,43.0,Ford
4271,5,29,88.0,Chevrolet
4272,6,25,11.0,Toyota
4273,7,23,24.0,Chevrolet
4274,8,3,2.0,Ford
4275,9,9,48.0,Chevrolet
4276,10,26,15.0,Toyota
4277,11,7,19.0,Toyota
4278,12,11,42.0,Chevrolet
4279,13,31,1.0,Chevrolet
4280,14,6,4.0,Chevrolet
4281,15,8,41.0,Chevrolet
4282,16,19,17.0,Ford
4283,17,5,55.0,Toyota
4284,18,20,5.0,Chevrolet
4285,19,14,10.0,Chevrolet
4286,20,13,31.0,Chevrolet
4287,21,15,13.0,Chevrolet
4288,22,17,33.0,Chevrolet
4289,23,28,6.0,Ford
4290,24,21,47.0,Chevrolet
4291,25,18,51.0,Chevrolet
4292,26,22,27.0,Chevrolet
4293,27,12,3.0,Chevrolet
4294,28,32,9.0,Ford
4295,29,10,14.0,Chevrolet
4296,30,35,40.0,Chevrolet
4297,31,38,16.0,Ford
4298,32,16,78.0,Chevrolet
4299,33,30,38.0,Ford
4300,34,43,26.0,Toyota
4301,35,37,34.0,Ford
4302,36,33,83.0,Toyota
4303,37,36,7.0,Chevrolet
4304,38,34,35.0,Ford
4305,39,41,23.0,Toyota
4306,40,42,32.0,Ford
4307,41,40,98.0,Ford
4308,42,39,95.0,Ford
4309,43,27,46.0,Chevrolet
4311,1,29,11.0,Toyota
4312,2,14,19.0,Toyota
4313,3,9,41.0,Chevrolet
4314,4,6,31.0,Chevrolet
4315,5,12,20.0,Toyota
4316,6,2,22.0,Ford
4317,7,18,42.0,Chevrolet
4318,8,3,2.0,Ford
4319,9,7,18.0,Toyota
4320,10,20,43.0,Ford
4321,11,11,48.0,Chevrolet
4322,12,19,88.0,Chevrolet
4323,13,4,78.0,Chevrolet
4324,14,10,24.0,Chevrolet
4325,15,28,55.0,Toyota
4326,16,13,1.0,Chevrolet
4327,17,16,27.0,Chevrolet
4328,18,27,17.0,Ford
4329,19,26,15.0,Toyota
4330,20,24,13.0,Chevrolet
4331,21,17,16.0,Ford
4332,22,21,33.0,Chevrolet
4333,23,31,51.0,Chevrolet
4334,24,8,5.0,Chevrolet
4335,25,23,14.0,Chevrolet
4336,26,25,10.0,Chevrolet
4337,27,36,40.0,Chevrolet
4338,28,30,6.0,Ford
4339,29,33,35.0,Ford
4340,30,22,9.0,Ford
4341,31,38,34.0,Ford
4342,32,35,38.0,Ford
4343,33,40,32.0,Ford
4344,34,37,46.0,Chevrolet
4345,35,34,26.0,Toyota
4346,36,15,47.0,Chevrolet
4347,37,32,7.0,Chevrolet
4348,38,41,23.0,Toyota
4349,39,39,83.0,Toyota
4350,40,42,98.0,Ford
4351,41,43,62.0,Chevrolet
4352,42,1,4.0,Chevrolet
4353,43,5,3.0,Chevrolet
4355,1,13,20.0,Toyota
4356,2,7,11.0,Toyota
4357,3,8,22.0,Ford
4358,4,25,16.0,Ford
4359,5,1,19.0,Toyota
4360,6,5,48.0,Chevrolet
4361,7,10,24.0,Chevrolet
4362,8,21,78.0,Chevrolet
4363,9,12,5.0,Chevrolet
4364,10,9,31.0,Chevrolet
4365,11,27,14.0,Chevrolet
4366,12,4,2.0,Ford
4367,13,14,17.0,Ford
4368,14,23,1.0,Chevrolet
4369,15,20,27.0,Chevrolet
4370,16,33,6.0,Ford
4371,17,6,42.0,Chevrolet
4372,18,19,13.0,Chevrolet
4373,19,3,41.0,Chevrolet
4374,20,29,9.0,Ford
4375,21,2,4.0,Chevrolet
4376,22,16,3.0,Chevrolet
4377,23,30,47.0,Chevrolet
4378,24,28,35.0,Ford
4379,25,11,88.0,Chevrolet
4380,26,26,15.0,Toyota
4381,27,31,34.0,Ford
4382,28,34,38.0,Ford
4383,29,38,46.0,Chevrolet
4384,30,35,83.0,Toyota
4385,31,40,26.0,Toyota
4386,32,37,98.0,Chevrolet
4387,33,41,23.0,Toyota
4388,34,39,33.0,Chevrolet
4389,35,42,32.0,Ford
4390,36,43,62.0,Ford
4391,37,17,18.0,Toyota
4392,38,32,40.0,Chevrolet
4393,39,24,51.0,Chevrolet
4394,40,22,10.0,Chevrolet
4395,41,18,55.0,Toyota
4396,42,36,7.0,Chevrolet
4397,43,15,43.0,Ford
4399,1,15,4.0,Chevrolet
4400,2,13,18.0,Toyota
4401,3,12,88.0,Chevrolet
4402,4,11,1.0,Chevrolet
4403,5,18,43.0,Ford
4404,6,17,5.0,Chevrolet
4405,7,1,20.0,Toyota
4406,8,27,17.0,Ford
4407,9,19,42.0,Chevrolet
4408,10,4,22.0,Ford
4409,11,9,78.0,Chevrolet
4410,12,10,24.0,Chevrolet
4411,13,20,16.0,Ford
4412,14,16,15.0,Toyota
4413,15,3,19.0,Toyota
4414,16,8,2.0,Ford
4415,17,7,41.0,Chevrolet
4416,18,2,11.0,Toyota
4417,19,6,31.0,Chevrolet
4418,20,26,9.0,Ford
4419,21,24,10.0,Chevrolet
4420,22,28,55.0,Toyota
4421,23,21,3.0,Chevrolet
4422,24,22,13.0,Chevrolet
4423,25,14,27.0,Chevrolet
4424,26,25,14.0,Chevrolet
4425,27,30,51.0,Chevrolet
4426,28,31,35.0,Ford
4427,29,23,47.0,Chevrolet
4428,30,32,38.0,Ford
4429,31,29,6.0,Ford
4430,32,35,7.0,Chevrolet
4431,33,40,98.0,Ford
4432,34,37,83.0,Toyota
4433,35,42,26.0,Toyota
4434,36,41,32.0,Ford
4435,37,38,46.0,Chevrolet
4436,38,36,33.0,Chevrolet
4437,39,43,62.0,Chevrolet
4438,40,33,40.0,Chevrolet
4439,41,5,48.0,Chevrolet
4440,42,34,34.0,Ford
4441,43,39,23.0,Toyota
4443,1,3,22.0,Ford
4444,2,11,4.0,Chevrolet
4445,3,15,78.0,Chevrolet
4446,4,5,11.0,Toyota
4447,5,6,41.0,Chevrolet
4448,6,8,19.0,Toyota
4449,7,14,3.0,Chevrolet
4450,8,22,24.0,Chevrolet
4451,9,13,2.0,Ford
4452,10,9,43.0,Ford
4453,11,23,15.0,Toyota
4454,12,30,1.0,Chevrolet
4455,13,25,17.0,Ford
4456,14,16,21.0,Ford
4457,15,10,31.0,Chevrolet
4458,16,17,47.0,Chevrolet
4459,17,18,9.0,Ford
4460,18,21,13.0,Chevrolet
4461,19,24,10.0,Chevrolet
4462,20,2,18.0,Toyota
4463,21,31,42.0,Chevrolet
4464,22,33,6.0,Ford
4465,23,34,40.0,Chevrolet
4466,24,4,16.0,Ford
4467,25,38,46.0,Chevrolet
4468,26,36,14.0,Chevrolet
4469,27,29,38.0,Ford
4470,28,12,88.0,Chevrolet
4471,29,40,83.0,Toyota
4472,30,37,34.0,Ford
4473,31,32,95.0,Ford
4474,32,27,7.0,Chevrolet
4475,33,35,26.0,Toyota
4476,34,43,33.0,Chevrolet
4477,35,42,98.0,Ford
4478,36,26,27.0,Chevrolet
4479,37,19,55.0,Toyota
4480,38,39,35.0,Ford
4481,39,7,48.0,Chevrolet
4482,40,28,51.0,Chevrolet
4483,41,41,23.0,Toyota
4484,42,1,20.0,Toyota
4485,43,20,5.0,Chevrolet
4487,1,14,22.0,Ford
4488,2,5,11.0,Toyota
4489,3,21,48.0,Chevrolet
4490,4,24,5.0,Chevrolet
4491,5,3,18.0,Toyota
4492,6,9,41.0,Chevrolet
4493,7,8,21.0,Ford
4494,8,2,19.0,Toyota
4495,9,1,2.0,Ford
4496,10,6,24.0,Chevrolet
4497,11,10,31.0,Chevrolet
4498,12,16,33.0,Chevrolet
4499,13,18,17.0,Ford
4500,14,11,20.0,Toyota
4501,15,7,78.0,Chevrolet
4502,16,4,4.0,Chevrolet
4503,17,12,16.0,Ford
4504,18,19,6.0,Ford
4505,19,13,27.0,Chevrolet
4506,20,28,1.0,Chevrolet
4507,21,15,88.0,Chevrolet
4508,22,29,10.0,Chevrolet
4509,23,38,13.0,Chevrolet
4510,24,23,43.0,Ford
4511,25,22,55.0,Toyota
4512,26,30,51.0,Chevrolet
4513,27,27,47.0,Chevrolet
4514,28,31,9.0,Ford
4515,29,20,42.0,Chevrolet
4516,30,34,83.0,Toyota
4517,31,32,7.0,Chevrolet
4518,32,35,34.0,Ford
4519,33,39,35.0,Ford
4520,34,37,46.0,Chevrolet
4521,35,17,14.0,Chevrolet
4522,36,33,38.0,Ford
4523,37,40,23.0,Toyota
4524,38,42,98.0,Ford
4525,39,43,32.0,Ford
4526,40,26,15.0,Toyota
4527,41,25,3.0,Chevrolet
4528,42,36,26.0,Toyota
4529,43,41,40.0,Chevrolet
4531,1,10,22.0,Ford
4532,2,5,88.0,Chevrolet
4533,3,1,24.0,Chevrolet
4534,4,11,2.0,Ford
4535,5,15,19.0,Toyota
4536,6,13,27.0,Chevrolet
4537,7,43,78.0,Chevrolet
4538,8,29,15.0,Toyota
4539,9,17,17.0,Ford
4540,10,14,41.0,Chevrolet
4541,11,16,18.0,Toyota
4542,12,18,31.0,Chevrolet
4543,13,33,98.0,Toyota
4544,14,26,3.0,Chevrolet
4545,15,7,4.0,Chevrolet
4546,16,25,43.0,Ford
4547,17,21,9.0,Ford
4548,18,3,48.0,Chevrolet
4549,19,2,5.0,Chevrolet
4550,20,19,16.0,Ford
4551,21,6,6.0,Ford
4552,22,34,35.0,Ford
4553,23,35,32.0,Ford
4554,24,23,42.0,Chevrolet
4555,25,12,14.0,Chevrolet
4556,26,4,20.0,Toyota
4557,27,20,10.0,Chevrolet
4558,28,27,95.0,Ford
4559,29,40,34.0,Ford
4560,30,22,55.0,Toyota
4561,31,28,13.0,Chevrolet
4562,32,38,38.0,Ford
4563,33,37,7.0,Chevrolet
4564,34,41,40.0,Chevrolet
4565,35,42,33.0,Chevrolet
4566,36,31,47.0,Chevrolet
4567,37,8,11.0,Toyota
4568,38,30,26.0,Toyota
4569,39,24,1.0,Chevrolet
4570,40,36,83.0,Toyota
4571,41,32,62.0,Ford
4572,42,39,51.0,Chevrolet
4573,43,9,21.0,Ford
4575,1,5,24.0,Chevrolet
4576,2,4,1.0,Chevrolet
4577,3,10,11.0,Toyota
4578,4,22,88.0,Chevrolet
4579,5,6,18.0,Toyota
4580,6,2,78.0,Chevrolet
4581,7,7,31.0,Chevrolet
4582,8,12,4.0,Chevrolet
4583,9,24,5.0,Chevrolet
4584,10,13,14.0,Chevrolet
4585,11,3,47.0,Chevrolet
4586,12,21,48.0,Chevrolet
4587,13,23,51.0,Chevrolet
4588,14,14,19.0,Toyota
4589,15,26,27.0,Chevrolet
4590,16,8,43.0,Ford
4591,17,19,13.0,Chevrolet
4592,18,30,3.0,Chevrolet
4593,19,9,42.0,Chevrolet
4594,20,31,35.0,Ford
4595,21,27,40.0,Chevrolet
4596,22,41,7.0,Chevrolet
4597,23,38,46.0,Chevrolet
4598,24,33,38.0,Ford
4599,25,28,55.0,Toyota
4600,26,25,16.0,Ford
4601,27,35,23.0,Toyota
4602,28,20,9.0,Ford
4603,29,39,26.0,Toyota
4604,30,36,83.0,Toyota
4605,31,32,6.0,Ford
4606,32,11,2.0,Ford
4607,33,43,33.0,Chevrolet
4608,34,15,41.0,Chevrolet
4609,35,34,34.0,Ford
4610,36,42,62.0,Chevrolet
4611,37,1,22.0,Ford
4612,38,18,20.0,Toyota
4613,39,29,17.0,Ford
4614,40,16,10.0,Chevrolet
4615,41,40,32.0,Ford
4616,42,37,98.0,Ford
4617,43,17,15.0,Toyota
4619,1,8,48.0,Chevrolet
4620,2,1,2.0,Ford
4621,3,2,4.0,Chevrolet
4622,4,3,18.0,Toyota
4623,5,13,19.0,Toyota
4624,6,10,88.0,Chevrolet
4625,7,7,41.0,Chevrolet
4626,8,23,78.0,Chevrolet
4627,9,18,24.0,Chevrolet
4628,10,27,1.0,Chevrolet
4629,11,26,3.0,Chevrolet
4630,12,6,20.0,Toyota
4631,13,20,27.0,Chevrolet
4632,14,21,33.0,Chevrolet
4633,15,14,15.0,Toyota
4634,16,11,10.0,Chevrolet
4635,17,30,47.0,Chevrolet
4636,18,24,43.0,Ford
4637,19,12,16.0,Ford
4638,20,16,5.0,Chevrolet
4639,21,28,17.0,Ford
4640,22,19,31.0,Chevrolet
4641,23,15,55.0,Toyota
4642,24,32,9.0,Ford
4643,25,36,40.0,Chevrolet
4644,26,17,13.0,Chevrolet
4645,27,39,35.0,Ford
4646,28,43,51.0,Chevrolet
4647,29,41,38.0,Ford
4648,30,35,34.0,Ford
4649,31,37,46.0,Chevrolet
4650,32,40,23.0,Toyota
4651,33,34,26.0,Toyota
4652,34,33,95.0,Ford
4653,35,38,83.0,Toyota
4654,36,42,98.0,Chevrolet
4655,37,5,42.0,Chevrolet
4656,38,9,11.0,Toyota
4657,39,29,6.0,Ford
